text,sentiment
"eu dei meu sangue p entrar nessa caralha dessa UFG estudando bem desde os 3 anos de idade

todos nós pagamos (e caro) pra ter gente que vem pra faculdade pra usar eduroam 
eu sou careta ok mas pelo menos não sou folgada e burra de achar q não há consequências do q eu faço ou não",negative
hoje em dia tudo é EDUROAM,neutral
"Saudades da época que o eduroam vivia no submundo da UFT, ngm comentava nos grupos, só se passava pros amigos mais confiáveis, baixava uns Torrents marotos no meio da aula. 
Hoje tá pior que UFTacad",negative
"A eduroam ainda funciona pra gente 
SHOW!",positive
"Expliquem-me só como é que até no aeroporto de GENEBRA apanho a eduroam, e nas merdas das salas da faculdade não? https://t.co/69PRKndZSI",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Eduroam filho de uma puta,negative
Eduroam eu desisto de você,negative
"Voces também odeiam quando o Wi-Fi da faculdade não conecta?

AJUDA @eduroam",negative
rindo de nervoso que a eduroam parou de funcionar no meu computador,negative
"hoje tá só os dias de luta pois acordei sem internet, descobri que meu terno e meião não tinham ido pra lavar, fui passani mal na bike, não consegui conectar a eduroam isso tudo antes nem de dar meio dia",negative
"Consegui conectar o eduroam no meu celular, finalmente",positive
@missxizz @infinitomaisum @pletinia Vamos ver se a eduroam na UA é melhorzita hahahahahah,neutral
"@missxizz @infinitomaisum @pletinia Normal hahahahaha também era vitima disso! Alias na minha residência, devido à localização do meu quarto so apanhava 2 traços da eduroam. Maior parte das pessoas tinha net portatil ou usava dados movies :/",positive
"@missxizz @pletinia *Duração da aula, 1h20
* Tempo que demora a ligar à eduroam, 1h19",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"eu tuitei isso era 12h40
Eduroam ta como?????",neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Tecnologia é: usar o Wi-Fi da Universidade de Bonn (do outro lado da rua) pelo roteador automático do eduroam da @ufg_oficial &lt;3,neutral
Nem acredito que consegui conectar nesa eduroam,positive
"No eduroam meu twitter funciona mas o whats não
No 3g o whats funciona mas o resto não",neutral
sem qerer desloguei do eduroam e agr n lembro q q põe nessa merda socorro,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"Troquei a senha da usp me fodi muito pra conectar a eduroam 
jesus",negative
Meu eduroam está vivo,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"caro nti da ufs,

eu não sei o que vcs fizeram com a rede eduroam, mas ela tá uma merda. arrumem logo, por favor.

agradecida, bjs.",negative
Alguém reinicia o eduroam por favor,negative
O dia todo irritada com a eduroam pq não tava conectando e lembrei só agr q precisava colocar @ ufg. br,negative
eduroam eu te detesto,negative
"aguardando ser chamada no médico porém feliz que aqui pega a rede eduroam
silver lining ne",positive
"eduroam se me amas pq nao funcionas :""(",negative
eduroam me trolou hj,negative
Esse eduroam tá horrível meu deus,negative
depois de 7 semestres na ufrgs eu finalmente consegui conectar na rede eduroam!!!!!!,positive
"Se tem uma coisa que funciona na Universidade de São Paulo, essa coisa é a eduroam",positive
Passo na frente do P3 com busão e ele entra no eduroam automaticamente kkk. Eu fico tipo oche tá conectado em que Wi-Fi??? Aí olho e to parada no farol na frente da usp.,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Voa eduroam,positive
só espero que o eduroam não esteja de gracinha na uff depois de eu ter conectado com ele em todos os países possíveis,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
RT @_kurtx: todo dia a mesma odisseia eduroam,negative
"RT @ufrgsnoticias: Calouro, saiba como usar o Wi-Fi na UFRGS:
📱 Conectar em ""ufrgs"" nos pontos de acesso:
Basta utilizar o nº ufrgs e senha…",neutral
"RT @ufrgsnoticias: Calouro, saiba como usar o Wi-Fi na UFRGS:
📱 Conectar em ""ufrgs"" nos pontos de acesso:
Basta utilizar o nº ufrgs e senha…",neutral
todo dia a mesma odisseia eduroam,negative
Tutoriais de instalação EDUROAM: https://t.co/Gr3TrSenfw,neutral
"Calouro, saiba como usar o Wi-Fi na UFRGS:
📱 Conectar em ""ufrgs"" nos pontos de acesso:
Basta utilizar o nº ufrgs e senha: https://t.co/59Igb8JaFi 
📱 Configurar a rede eduroam:
 Serviço disponível em várias instituições em todo o mundo. Basta configurar: https://t.co/2PKjjO1p78 https://t.co/kfnE84MfKm",neutral
"a rede eduroam da facu é um LIXO
eu só quero ouvir uma musiquinha porraaaa",negative
meu deus eduroam tá bugadao,negative
Caralho eu nunca vi o eduroam tão estável,positive
Só espero que o eduroam esteja funcionando amanhã,neutral
"Ô EDUROAM, DÁ PRA FUNCIONAR?",negative
RT @joaovitorffc: Acho mto fofo quando o eduroam conecta em lugares inesperados,positive
"RT @UFPA_Oficial: RT @CTIC_UFPA: Olá comunidade @UFPA_Oficial o CTIC orienta sobre a utilização da rede sem fio Eduroam, acesse https://t.c…",neutral
RT @Falkonbfr: @ygor_petro Eduroam é vida,positive
RT @joaovitorffc: Acho mto fofo quando o eduroam conecta em lugares inesperados,positive
Acho mto fofo quando o eduroam conecta em lugares inesperados,positive
@ygor_petro Eduroam é vida,positive
"@Daniel_Albino @eduroam Claramente preferimos o conforto. Penso que passará muito pela ""bondade"" das grandes empresas na informação que nos chega e que passem a terceiros",neutral
"@Daniel_Albino @eduroam É sempre aquele dualidade entre o útil, que é, e a privacidade. Vamos ficar décadas a tentar resolver isso",neutral
"CTIC DÁ ORIENTAÇÕES SOBRE USO DA REDE SEM FIO EDUROAM PARA TODA A COMUNIDADE ACADÊMICA OU VISITANTES 

Você sabia... https://t.co/ZB2mxVFX86",neutral
meu celular tá tao doidão q eu to passando a ponte e ele conectou na eduroam. acho q tem alguém aqui mais perdido q eu kkkkkkkkk,positive
"@pqpassiss vou pegar os links e já te ajudo
vc sabe seu usuário e senha da eduroam?",neutral
"RT @CTIC_UFPA: Olá comunidade @UFPA_Oficial o CTIC orienta sobre a utilização da rede sem fio Eduroam, acesse https://t.co/qkA6RRzsbT e saiba mais. https://t.co/L2IHwJZMCW",neutral
"Tweet enviado do meio de Athenas só porque apanhei a rede da minha universidade. Como é que isto é possível, a Eduroam é europeia? Os meus dados estão em todo o lado? É que esta wi-fi tem password associado ao meu número de aluno",positive
Cheguei cedo no estagio e eduroam não voltou desde ontem eu vou matar o cercomp,negative
está morta com farofa a rede eduroam,negative
acho incrível o poder que o eduroam tem de desconectar nas piores horas,negative
"Fazer mestrado e doutorado é fichinha perto da aventura de se conectar no eduroam. Sério, cada vez fica pior.",negative
"chocado que tô dentro do ônibus em frente ao extra e tava conectado no eduroam, mas dentro da uff mesmo não conecta",negative
"RT @botUFABC: A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Amém eduroam,positive
eduroam n me fode,negative
eu amo o eduroam,positive
espero que agora meu eduroam pegue amém,neutral
Eduroam lixo,negative
"Pq a rede #eduroam não funciona @eduroam don’t work , what can I do?",negative
eduroam que coisa maravilhosa a tecnologia eu amo viver no futuro,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Passando raiva com essa internet conhecida como Eduroam,negative
@abacaxicomvodka Sério? Já joguei PUBG dentro da BU usando o eduroam e tava só com 24ms de Ping,positive
"Eduroam é muito bom né, entro na UNESP e já conecta direto no wi-fi https://t.co/aa62F8yAB7",positive
Nunca achei que ia agradecer aos céus pelo eduroam porem AMÉM EDUROAM,positive
Amem eduroam,positive
@xthaly É eduroam,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
@carolseni Tem eduroam aí guria,neutral
Gastando meus dados móveis pq não tô conseguindo conectar nessa caralha do eduroam,negative
"Eduroam conectou insta, seria um milagre meio ao caos?",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Alguém sabe a passe e a identidade do eduroam??,neutral
"Que o mundial de Lol empece un luns e coincida cas horas de clase é o peor da historia.
Gracias a eduroam por existir",neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"gente, mudei de ideia, eduroam é linda, super acessível, maravilhosa",positive
saudades uspnet. eduroam nunca acerta minha senha. uspnet era free. eduroam é lock.,neutral
Usando o computador na UFF eu desligo o Torrent. Não me sinto a vontade fazendo seed e baixando no eduroam.,neutral
EDUROAM NAO CONECTA https://t.co/TJkEPv3XsO,negative
Tou com a eduroam na minha faculdade em toulouse what,neutral
eduroam vc é um LIXO,negative
podem me promover pq eu estou conectada ao Eduroam caralho https://t.co/nzaDzuvsKo,positive
RT @ZecaFerreira18: As pessoas só falam mal da minedu porque não conhecem a eduroam.,neutral
RT @ZecaFerreira18: As pessoas só falam mal da minedu porque não conhecem a eduroam.,neutral
"RT @EIestinho: @bennn__________ Cada día estás más dentro: primera sobada, primera cagaja, eduroam, bipartiçao del PC... prox paso: primera…",neutral
"@bennn__________ Cada día estás más dentro: primera sobada, primera cagaja, eduroam, bipartiçao del PC... prox paso: primera unifarra",neutral
@satanalekk nao tem um eduroam por ai bicho?,neutral
"RT @brisanita_: eduroam tá caindo mais q o menino ney, poxa ufsc",negative
caralho eduroam tu tá um lixo mesmo hein,negative
A eduroam morreu mesmo?,negative
"RT @brisanita_: eduroam tá caindo mais q o menino ney, poxa ufsc",negative
"eduroam tá caindo mais q o menino ney, poxa ufsc",negative
Eduroam pq fazes isto comigo?,negative
man meu celular começa a atualizar as porra tudo na eduroam   tem demência o bixin,negative
N acredito q liberaram o eduroam pra jogar lolzin dnv,positive
eduroam x USPnet competindo pelo título de campeã em deixar as pessoas putxs,negative
Eduroam é meu pastor e Wi-Fi não me faltará,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
As pessoas só falam mal da minedu porque não conhecem a eduroam.,negative
TEM EDUROAM AQUI EU TO TAO FELIZ AHHHHHHHH,positive
"Ah, que saudades da eduroam &lt;33333333333333",neutral
@aazzzzzztttttt Tem eduroam no mundo inteiro!!!! (E é o mesmo login),positive
eduroam conectando no quinto andar do bloco f será este o começo do fim do mito da internet no crusp¿,positive
RT @isbellamaral: o MEU eduroam é ótimo 10/10 https://t.co/xu1iQ9WJPW,positive
o MEU eduroam é ótimo 10/10 https://t.co/xu1iQ9WJPW,positive
@aazzzzzztttttt Eu descobri isso conectando p eduroam na PUC que é particular,neutral
"@queairosa no meu tlm também sempre deu, é bue estranho eduroam de merda",negative
"Internet da sala T11 powered by Hotel 3K Barcelona, porque o Eduroam não dá nada em faculdade nenhuma.",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Adoro quando o eduroam mente pra mim,negative
"@freitasmath_ Na vdd 
login-minha-ufmg@ufmg.br

Segue instruções 
https://t.co/JkcBkWV8hQ",neutral
"vou ter que configurar meu eduroam sozinha

é agora que coloco em pratica minhas habilidades como PD Associated",neutral
A eduroam nem se fale,negative
ia comemorar ter conseguido conectar na eduroam. já caiu,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
@bettercallvitor @joaomiguelbdb como assim a eduroam nao é de um cara chamado eduardo?????,neutral
"@joaomiguelbdb Aham, eduroam é universal. Universidade de todo lugar usa

A senha é a msm do matrícula web e o login é tua matricula@aluno.unb.br",positive
@bettercallvitor tem!! o eduroam funciona com a senha do mw?,neutral
@joaomiguelbdb Amigo aí n tem eduroam?,neutral
@uniponyixing Ter que depender do Eduroam é uma tortura,negative
"Eduroam está me tirando do sério essa semana, na moral",negative
Aquele momento em que o eduroam tá mais rápido pra upar fotos no Google drive que o próprio Wi-Fi de casa,positive
O dia que a internet eduroam funcionar direito será o dia em que o mundo vai acabar pq desafia as leis da natureza,negative
Entrei agora na faculdade e das primeiras sensações que tenho é que trai a minedu com a eduroam,positive
não aguento mais o eduroam perguntando se sou um robô,negative
merda de eduroam do caralho,negative
"eduroam na usp só de manhã antes das aulas. no resto do dia, vai pra biblioteca ou se vira hauahau",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
RT @weltiss: eduroam maior chacota da ufes,negative
Eduroam esta um ci hj,neutral
Conectei no Wifi EDUROAM agora ja posso formar,positive
eduroam maior chacota da ufes,negative
Meu PC conectou no eduroam to nem acreditando nesse milagre,positive
@clausewilldys Não tem aquela rede eduroam por aí?,neutral
RT @vafjr87: Meu celular de repente se conectou a uma Eduroam aqui no meio do Terreiro de Jesus hahahahahaha.,neutral
@eduroam machoooooo,neutral
@giojsra Só se for pela sua internet o eduroam n tá carregando nem fudendo os vídeo,negative
meu deus o eduroam tá lentissimo hoje,negative
Eduroam serasse vc pode funcionar p eu poder ver vídeos de baterias porvafor,negative
descobrir como me conectar no wifi eduroam melhor coisa q aconteceu comigo,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Eduroam e net do HSM fazem-me a vida,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
A vida do universitário se resume 90% em tentar conectar no eduroam,negative
Se eu descubro o filho da puta q mandou no puc gossip como conecta no eduroam eu quebro na porrada.,negative
si sentindo desprotegido agora tem apenas o eduroam comasin só 1 wifi e se ele parar como proceder,neutral
Quem diria que esse eduroam fosse funcionar hein. Tomei uma chá de cadeira na xusp e me salvou.,positive
Mas como eu vou usar meu notebook neste inferno de lugar se ele não conecta na porta do eduroam?,negative
"Eu tenho Eduroam aqui na Alemanha !! Se esta não é a melhor/pior internet que conhecem, então não sei..",positive
@bellb3ll no eduroam do inf em 40 min eu baixo 32gb 🥰,positive
RT @Ninna_Adamec: ônibus da ufsc devia ter eduroam só acho,neutral
"Eduroam voando na sala 8, o que tá acontecendo no dia de hoje?",positive
ônibus da ufsc devia ter eduroam só acho,neutral
"E falta, também, distribuições como a ""Ubuntu Minimal"" darem suporte a wireless no instalador, e distros como Arch deveriam ter algo melhor para wireless na instalação (eduroam é um saco no wpa_supplicant).
Pronto, falei bastante sozinho kkk.",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
O marco do meu dia foi finalmente aprender e conseguir conectar no wi-fi do Eduroam da ufpe,positive
"@jmaiacl Ctza, no wifi do trampo/de casa pega suave! Maldito seja eduroam",negative
@floparcos amiga é uma piada com a rede de internets da UFG (Eduroam),negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Essa semana o eduroam ta um lixo https://t.co/u2CpwZH47p,negative
Terceiro ano e sigo sen saber usar eduroam,negative
meu eduroam ta vivo sim eu q so burra,positive
RT @IchbinCarina: Descobri hoje que Eduroam é Education Roaming,positive
RT @IchbinCarina: Descobri hoje que Eduroam é Education Roaming,positive
"@whothefuckisBe @svradateruchka Tipo, universidade deve disponibilizar uma rede de wifi que se chama eduroam que qualquer pessoa que seja estudante de qqlr universidade possa se conectar. Mas pra assinar spotify estudante eu só mandei o comprovante de matrícula mesmo",neutral
@whothefuckisBe acho q só em alguns estados tem esse eduroam,neutral
eduroam lixo,negative
Poxa eduroam pq me mataste,negative
todo dia uma aula na 203 so pq o eduroam nao pega,negative
o eduroam está cada dia pior,negative
E eu que achei a rede Eduroam no meio do pátio do Palácio Schönbrunn em Viena hahahah,positive
Descobri hoje que Eduroam é Education Roaming,positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Pq não tem eduroam no hospital universitário? O campus de medicina é aqui @uff_br,neutral
finalmente meu eduroam voltou a funcionar!!!,positive
adivinhem quem tá num banquinho ao lado da muralha deitado a ouvir Pixies à sombra enquanto usa eduroam da lusófona? dab,positive
por que não conecta eduroam?,negative
"meu compiuter não consegue se conectar mais ao eduroam
peço encarecidamente a UFG que envie já um técnico até minha residência (CAC - Centro de Ailas Caraíba) para dar um jeito nessa situação que assola meu instrumento de estudo (compiuter).",neutral
Queria tanto que o eduroam funcionasse certinho,positive
"Estava um super sol, mas que lugar maravilhoso 😍 Uma faculdade na qual eduroam conecta automaticamente no seu celular tem um lugar no meu coração 😂 Como é bom… https://t.co/nMMK1KiIWV",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"Combinámos encontrar com a Comissão às 9h, fui a primeira a chegar e ainda não chegou ninguém entretanto, tenho os pés a congelar porque estou de sandálias e como o eduroam não está a funcionar estou a roubar o Wi-Fi do Santander",negative
"wifi eduroam nao funciona em outros paises da america latina, nao estamos sozinhas!!! https://t.co/fAjkRpQQiD",negative
Nível acadêmico: conectado no Eduroam pra usar o Netflix.,positive
"Quero ver a reação quando  ele.  descobrir que ""Eduroam"" é das abreviaturas ""Education"" e  ""Roaming"" . https://t.co/yMb9C3ieNk",neutral
"Algum ser humano podia me ajudar a conectar meu notebook na eduroam 
Pufavô",neutral
A eduroam é tão má que doi.,negative
A eduroam riu-se https://t.co/g0Zpg4hhvj,neutral
você destrói sua coluna trazendo essa merda de computador pra poder adiantar as coisas nas horas vagas pra chegar aqui e o bonito do eduroam não estar funcionando é pra acabar mesmo,negative
"@isamttriste edu juan hahahahaha  mas olha, eduroam é vida. uma pena q nao é tao popular no brasil",positive
"É só desligar a USP Net que o Eduroam começa a ramelar. Absurdo.

Maior exemplo de como a concorrência é importante no mercado",neutral
mds o sinal do 4g aqui é quase inexistente e eduroam sem comentários,negative
eduroam está PESSIMA,negative
Bom dia ávidos utilizadores da minedu e eduroam(universidade),neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
agr é eduroam :( https://t.co/Y2OSem55Sr,negative
"Isso é pra meninos, eduroam bate mais https://t.co/nPrD1PHrxU",neutral
E a eduroam https://t.co/E4JpNJnGnP,neutral
Pq a eduroam da @ufg_oficial NUNCA funciona na Letras? 😒,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"Pensava que a eduroam era lenta mas ai fds a net daqui de casa é bem pior

pesadelo dos pesadelos",negative
1/3 da aula a gente presta atenção no resto a gente tá tentando conectar a eduroam,negative
ultimamente esse eduroam tá uma merda,negative
"Quando cheguei aqui, fiquei surpreso que a rede eduroam realmente existia e que o login era o mesmo da UnB. Não fiquei surpreso quando aqui também não funcionou",negative
"Hoje:
 eduroam caiu
 todo mundo foi liberado do Lab
virei agregada da biomed
batam na porta da Atlética
@o_guh_ e @rodrigoal3ncar PhD em rola
faltam 3 dias pra minha tatuagem
achei meu crush no app",neutral
"Dona @ufg_oficial , a FAV tava sem eduroam hoje.",negative
ótimo dia pro eduroam entrar de férias,negative
conseguir conectar no eduroam deveria ser tido como um milagre,positive
"Aparentemente tudo que diz respeito à UFG está fora do ar. Site, sigaa, eduroam o que está acontecendo",negative
Eduroam tá funcionando aí?,negative
Bozonaro desligou o eduroam e os universitários se sentem torturados,negative
"@ufg_oficial resolve o problema do eduroam pra gente, pfvr https://t.co/yPO4rsj8bZ",negative
cade o eduroam,negative
@wonderlize @pequenacyn aqui os amigos de Brasília também sem eduroam,negative
Amigos da UFG no campus samambaia: eduroam está pegando pra vocês?,negative
apesar de td hj foi um dia de GLÓRIA pq finalmente depois de 6 DOLORIDOS ANOS numa instituição pública consegui me conectar no eduroam \o/,positive
Se o Carlos não me envia aquele tutorial eu ia morrer sem conectar o eduroam no pc,positive
Amei a eduroam mas fica desconectando o tempo todo no meu celular,negative
"@edumps Teu nome no tt podia ser igual a rede da ufsc eduroam, ia ficar engraçado

Nao sei pq falei isso",neutral
Eduroam eu vou te matar,negative
"Não to conseguindo assistir a conferência, pq o Wi-Fi na sala que eu to não funciona rarsrsr EDUROAM de merda",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"@card_gui Tem um tutorial no site da cercomp, passo a passo, https://t.co/8uj6Of3CG1, lá no final da página em link sobre acesso a eduroam",neutral
"@jhowfa Uspnet está morto, migo. Agora só eduroam",neutral
@Masnoel_ eduroam não bloqueia eu acho,neutral
"@card_gui Então tá tendo alguma falha de conexão do eduroam, aqui na Agro vive acontecendo isso principalmente quando tem que fazer trabalho no not kakaka",negative
@card_gui Lado direito do mouse em cima do eduroam &gt; esquecer rede &gt; conectar na rede novamente &gt; login sigaa@ufg.br e a senha,neutral
eduroam eu t odeio,negative
Eduroam caiu enquanto eu tava escrevendo no docs.... eu vou ter um piripaque,negative
"Eduroam tá bem rápido na EACH. Acho que vai dar pra ver o jogo em qualidade decente hj, no app do @canalpremiere",positive
o eduroam me odeia,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Depois de dois anos meu computador foi com muito esforço conectado ao eduroam,positive
@D_PALAZZO Tem uma configuração lá que faz que da certo. Pesquisa “configurar eduroam ufg cercomp” no Google que tem o passo a passo,neutral
Vocês estão com dificuldade pra conectar ao eduroam no PC tb? Pede login e senha mil vezes mas não conecta,negative
A falta da Eduroam entristece o ser humano,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
RT @ijustridee_: TODO MUNDO DO IFRO para de usar o eduroam AGORA,neutral
Sorte do dia: no meio do pantanal a eduroam pega melhor que na UFMS,positive
mesmo sendo do inf a coisa de ti mais dificil que tive que fazer na ufg foi tentar conectar o notebook no eduroam,negative
TODO MUNDO DO IFRO para de usar o eduroam AGORA,neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"Pessoas que vão para a universidade preparem se para a velocidade estonteante da rede ""eduroam""",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Eduroam eu te odeio com todas as minhas forças,negative
"parece eu informando que estou ""ao vivo aqui no compiuter no CAC"" só faltou reclamar do eduroam https://t.co/nvPkoNXNA4",neutral
Hoje a eduroam tá funcionando no celular mas não no computador mas aí já é normal,neutral
até o eduroam nesse lugar é um lixo,negative
Caralho que aqui em Bolonha também tem eduroam KKKKKKKKKK o melhor foi meu celular tentando conectar https://t.co/FYqLbSx1rs,positive
@heloisandrd Eduroam é fantástico n fale mal dele,positive
RT @alienticia: Eduroam sem funcionar na noite de hoje https://t.co/gbTB7eMd0j,negative
@rvtereivax eduroam n tem nada bloqueado rutinha arrocha lá!,positive
Sonho com o dia em que o eduroam funcione direito na patologia,negative
"por 1 acaso a disgraça do eduroam ta pegando ai p vcs
??",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
A pior coisa é quando você esquece os passos pra acessar o wifi no eduroam,negative
Desconectei do eduroam pq tava uma merda e agora nao consigo conectar dnv “impossivel conectar a esta rede “ ME AJUDEM,negative
"@_luanacorrea_ mas o problema eh que eh na internet né, ai as pessoa q não tem internet a não ser eduroam nao tem como fosbfksbfkd
lá tinha uma rede SÓ pro tutorial",neutral
"RT @iCorlyy: estou tendo que usar MINHA 4G pra mexer no compiuter aqui na UFG
descaso total do eduroam 
mais uma vez essa bomba atômica atu…",negative
"Meu computador conecta no eduroam e meu celular ultra moderno, não",positive
"RT @iCorlyy: estou tendo que usar MINHA 4G pra mexer no compiuter aqui na UFG
descaso total do eduroam 
mais uma vez essa bomba atômica atu…",negative
"estou tendo que usar MINHA 4G pra mexer no compiuter aqui na UFG
descaso total do eduroam 
mais uma vez essa bomba atômica atuando
#ForaEduardo https://t.co/fFm3onWYs4",negative
RT @alienticia: Eduroam sem funcionar na noite de hoje https://t.co/gbTB7eMd0j,negative
"[DICAS DE TI]  @Eduroam, saiba o que é e como utilizar o #wifi em roaming no IFFluminense, no Brasil e no mundo https://t.co/vsbsWe2MxK via @iffluminense",neutral
RT @alienticia: Eduroam sem funcionar na noite de hoje https://t.co/gbTB7eMd0j,negative
RT @alienticia: Eduroam sem funcionar na noite de hoje https://t.co/gbTB7eMd0j,negative
Eduroam sem funcionar na noite de hoje https://t.co/gbTB7eMd0j,negative
@mschh eduroam é uma farsa,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
FAVOR ARRUMAR O EDUROAM CARALHO,negative
"@rvtereivax uai???? e tem? 
as vezes quando eduroam não funciona eu uso um do direito mas bem ruizinho o sinal
patrocinado por @wlsnrcf",negative
"hoje eu só tenho uma coisa pra dizer: 

VAI TOMAR NO CU EDUROAM",negative
Eduroam travou,negative
eduroam não funciona,negative
Eduroam tá um cu,negative
"depois de 8 anos dentro da universidade
conectei pela primeira vez no eduroam
obrigada a tds envolvidxs",positive
"@ufcatoficial pq essa porcaria de internet ""eduroam"" NUNCA conecta quando se trata do Bloco 2???
A gente as vezes só passa raiva!
Meus Deus.",negative
eduroam funciona mil x melhor que o wifi da puc,positive
"a usp eh uma ilha
nao tem 3g decente
eduroam nao funciona
uspnet nao chega na eca
eca nao tem wifi proprio",negative
Meu eduroam nao ta funfando como faz,negative
eu amo o eduroam pq quando eu preciso fazer algo importante ele não pega mas quando é pra ficar no twitter na aula ele pega perfeito,positive
o semestre vai acabar e a mulher vai continuar impressionada com a eduroam,positive
Esse eduroam não acordou ainda,negative
eduroam sempre me passando rasteira,negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Passo em frente a Unesp de Araraquara e o wi-fi conecta automaticamente. Eduroam 💖,positive
"Dados móveis dispenso, a eduroam não desilude https://t.co/kFyATLXY4v",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
baixando jogo na steam pelo eduroam a 4mb/s eu to muito impressionado,positive
@cahzatta Usa a eduroam ué,neutral
"o porra unesp que caralho de internet
eduroam eu te odeio https://t.co/1oWo08nAOa",negative
@daybarretos Na unesp é eduroam,neutral
"O Léo a sacar a 5mb pela eduroam e eu quando ligo diz ""má qualidade""",neutral
"eduroam nao funcionando
ar condicionado nao funcionando
nada está funcionando nessa universidade ultimamente",negative
"Eduroam é só a pior net de sempre. Já estive para entregar na secretaria uma fatura da MEO, é que eu estafo os meus dados móveis na puta da escola",negative
"@ufg_oficial Estou com um problema com o eduroam. O meu celular e meu notebook não conectam na rede, mais meus amigos conseguem tranquilamente. Pode dar uma ajuda?",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
RT @alienticia: Eduroam sem funcionar na noite de hoje https://t.co/gbTB7eMd0j,negative
"E eu que só fui saber hoje que essa rede eduroam pega em todas as universidades, achei o máximo da tecnologia",positive
"@mariliacmsouza Miga
Clica no ícone do wifi com o botão esquerdo do mouse
Vai nas configurações de wifi
Exclui o eduroam
E depois tenta conectar",neutral
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
eduroam daqui é podre fda-se,negative
"O eduroam não está a funcionar em nenhuma parte da FCSH, ajudem-nos",negative
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
Eu odeio a sala 08 do ic4 por motivos de: sinal péssimo do eduroam,negative
esse eduroam ta mt bosta,negative
"O eduroam daqui nao ta conectando no meu notebook, inferno",negative
to com o boleto aqui alguem vai la paga a gvt do eduroam,negative
o reitor esqueceu de paga a gvt agora esse eduroam nao ta funcionando,negative
"Tbh acho que eles aqui não dão as coisas de acesso à eduroam aos alunos, só lhes dão uma rede aberta. Ou então aqui simplesmente é melhor",neutral
"Isto é lindo.
Aqui na Holanda o meu pc ligou-se à eduroam à primeira, fucking wizardry, that's what this is",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
"A rede de wi-fi eduroam é bem mais rápida que a ""UFABC"" 📟",positive
